title,price,price_raw,currency,platform,url,image,seller,sku,category,category_hint,attributes,match_reason,search_query,subcategory,price_usd,rating,reviews_count,scraped_at,id
15.6inch PA156 Laptop Computer Win11 Intel N5095 16G 128G/256G/512G Notebook Netbook Backlit Keyboard WIFI HD BT4.0 USB3.0 3.0MP,2072.67,2072.67,MAD,aliexpress,https://www.aliexpress.com/item/4001249308870.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-14&pdp_ext_f=%7B%22order%22%3A%226%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%212072.67%212072.67%21%21%21210.53%21210.53%21%40211b813b17787228337537699ed697%2112000017386031826%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=Znao6rAndFwY&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A4001249308870%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,207.27,,0,2026-05-14T01:44:02.364312Z,4001249308870
2TB External Hard Drive 1TB Portable External SSD 4TB Mini Hard Disk High-speed Drive External Solid State Hard Drive for Laptop,186.68,186.68,MAD,aliexpress,https://www.aliexpress.com/item/1005012267991327.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-15&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%21933.37%21186.68%21%21%21643.88%21128.78%21%40211b813b17787228337537699ed697%2112000057922815203%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=N5QaQ9JcaDlu&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012267991327%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_4,,,,electronics,,{},,laptop,laptop,18.67,,0,2026-05-14T01:44:02.364353Z,1005012267991327
Laptop 15.6 Inch IPS Screen 16GB RAM Intel 11th N5095 Business Netbook Windows 10 11 Pro Gaming Office Notebook Pc Portable,2488.82,2488.82,MAD,aliexpress,https://www.aliexpress.com/item/1005004189740905.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-16&pdp_ext_f=%7B%22order%22%3A%22148%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%213888.78%212488.82%21%21%21395.00%21252.80%21%40211b813b17787228337537699ed697%2112000049515941737%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=ev4JK7ltDbNi&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005004189740905%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,248.88,,0,2026-05-14T01:44:02.364386Z,1005004189740905
NAIWO 15.6 Gaming laptop with Intel Core I9-10980HK 32GB RAM 512GB 1TB 2TB SSD WiFi 6 Windows 11 PRO high-performance laptop,3775.41,3775.41,MAD,aliexpress,https://www.aliexpress.com/item/1005011846821744.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-17&pdp_ext_f=%7B%22order%22%3A%2285%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%214719.26%213775.41%21%21%213255.56%212604.45%21%40211b813b17787228337537699ed697%2112000056766251077%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=XQTyR3hBYkO4&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011846821744%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,377.54,,0,2026-05-14T01:44:02.364414Z,1005011846821744
14 Inch Laptop PC 6GB LPDDR4 RAM 128GB SSD ROM 1080p FHD IPS Screen Windows 10 Computer with Celeron 4-Core Processor WIFI,2835.36,2835.36,MAD,aliexpress,https://www.aliexpress.com/item/1005008545550630.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-18&pdp_ext_f=%7B%22order%22%3A%2221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%215670.72%212835.36%21%21%21576.00%21288.00%21%40211b813b17787228337537699ed697%2112000048883742301%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=4HJkmAzYu7SI&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008545550630%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,283.54,,0,2026-05-14T01:44:02.364445Z,1005008545550630
SIBOLAN 18.5 inch Metal Portable Monitor 120HZ 1080P FHD IPS External Screen USB C VESA Built-in Speakers Laptop Gaming Display,1334.79,1334.79,MAD,aliexpress,https://www.aliexpress.com/item/1005011625496795.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-19&pdp_ext_f=%7B%22order%22%3A%222%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%213336.98%211334.79%21%21%212302.00%21920.80%21%40211b813b17787228337537699ed697%2112000056148029514%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=gBXu4kOaNCSN&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011625496795%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_5,,,,electronics,,{},,laptop,laptop,133.48,,0,2026-05-14T01:44:02.364477Z,1005011625496795
"2026 New 15.6"" Ultra Slim Laptop Intel i7 11th Gen NVIDIA MX450 Gaming Notebook for 3D Modeling Design Student Business",7253.79,7253.79,MAD,aliexpress,https://www.aliexpress.com/item/1005012108787602.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-20&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%219067.24%217253.79%21%21%21921.00%21736.80%21%40211b813b17787228337537699ed697%2112000057551966015%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=5oEU01pzPL8V&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012108787602%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,725.38,,0,2026-05-14T01:44:02.364508Z,1005012108787602
AKPAD 2 In 1 Laptop 11.6 Inch Touch Screen 6GB RAM 128GB 256GB 512GB 1TB SSD Intel N4000 Windows 10 Tablet PC Portable Notebook,1899.89,1899.89,MAD,aliexpress,https://www.aliexpress.com/item/1005005777800608.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-21&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%212922.98%211899.89%21%21%21296.90%21192.98%21%40211b813b17787228337537699ed697%2112000034317731023%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=e6N0N2LkAnJa&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005777800608%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,189.99,,0,2026-05-14T01:44:02.364540Z,1005005777800608
"YSJMNPC 12th Gen Laptop 15.6 Inch Screen Intel N95 GeForce MX 330 2G 6M Cache,4 Core 4 threads,Turbo 3.4GHz 2*DDR4 M.2 Windows11",3793.28,3793.28,MAD,aliexpress,https://www.aliexpress.com/item/1005011558762294.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-22&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%216322.07%213793.28%21%21%21642.16%21385.30%21%40211b813b17787228337537699ed697%2112000055918323177%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=boIAZJrPChrA&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011558762294%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,379.33,,0,2026-05-14T01:44:02.364569Z,1005011558762294
4K HDMI Quad Screen Multiviewer 4x1 1080P 4 in 1 out HDMI Multi Viewer Seamless Switcher 9 Display Modes for Camera Laptop PC TV,256.42,256.42,MAD,aliexpress,https://www.aliexpress.com/item/1005009497337422.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-23&pdp_ext_f=%7B%22order%22%3A%22112%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%21341.90%21256.42%21%21%21235.86%21176.89%21%40211b813b17787228337537699ed697%2112000049284716685%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=vHv6E0dtzqbC&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009497337422%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_6,,,,electronics,,{},,laptop,laptop,25.64,,0,2026-05-14T01:44:02.364601Z,1005009497337422
2025 Xiaomi Redmi Book Pro 16 Laptop 16 Inch 3.1K 165Hz Screen Notebook Intel Ultra 7-255H 32GB 1TB Intel Arc Graphics Netbook,12134.02,12134.02,MAD,aliexpress,https://www.aliexpress.com/item/1005012270290019.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-24&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2117334.32%2112134.02%21%21%2111958.00%218370.60%21%40211b813b17787228337537699ed697%2112000057916967623%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=q9BpSveOVQwI&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012270290019%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,1213.4,,0,2026-05-14T01:44:02.364631Z,1005012270290019
14inch Student Cheap Laptop 6GB RAM 64GB/128GB/512GB SSD HD Cam WiFi Bluetooth Windows 10 Notebook Computer,1624.43,1624.43,MAD,aliexpress,https://www.aliexpress.com/item/1005003398326267.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-25&pdp_ext_f=%7B%22order%22%3A%2241%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%217383.75%211624.43%21%21%21750.00%21165.00%21%40211b813b17787228337537699ed697%2112000025605179602%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=Ohp1jAegGIFi&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005003398326267%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,162.44,,0,2026-05-14T01:44:02.364659Z,1005003398326267
2026 New Gaming Laptop Computer Intel Core i9-10885H i7 8750H GTX1650 4G 16.1 Inch IPS Screen RAM Max 64GB 2*DDR4 2*M.2 NVMe,8636.57,8636.57,MAD,aliexpress,https://www.aliexpress.com/item/1005004121591592.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-26&pdp_ext_f=%7B%22order%22%3A%2233%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2113287.03%218636.57%21%21%219166.00%215957.90%21%40211b813b17787228337537699ed697%2112000043094129173%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=qLctNOVGu3qM&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005004121591592%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,863.66,,0,2026-05-14T01:44:02.364688Z,1005004121591592
FEELWORLD DH156 15.6inch Portable External Monitor for Laptop Phone Switch Pad PC Computer PS4/5 USB-C HDMI,2622.61,2622.61,MAD,aliexpress,https://www.aliexpress.com/item/1005007995712004.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-27&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%213642.55%212622.61%21%21%21369.99%21266.39%21%40211b813b17787228337537699ed697%2112000043197589097%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=Bdhepfa13rdF&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007995712004%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_7,,,,electronics,,{},,laptop,laptop,262.26,,0,2026-05-14T01:44:02.364716Z,1005007995712004
2024 Acer Nitro Dragon Gaming Laptop 16 Inch 2.5K 165Hz IPS Screen Netbook Ryzen R7-8745H 32GB 1TB RTX4060 Gaming Notebook PC,12176.64,12176.64,MAD,aliexpress,https://www.aliexpress.com/item/1005011648974561.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-28&pdp_ext_f=%7B%22order%22%3A%224%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2117395.20%2112176.64%21%21%2112000.00%218400.00%21%40211b813b17787228337537699ed697%2112000057721576420%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=q2mm7L7p5Du5&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011648974561%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,1217.66,,0,2026-05-14T01:44:02.364747Z,1005011648974561
FIREBAT 16Pro Gaming Laptop 16Inch AMD Ryzen 7 H 255 NVIDIA GeForce RTX 5060 for Gamer Laptops,13005.25,13005.25,MAD,aliexpress,https://www.aliexpress.com/item/1005010241168287.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-29&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2126010.49%2113005.25%21%21%212642.00%211321.00%21%40211b813b17787228337537699ed697%2112000051650257754%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=tNfvTSN3231b&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005010241168287%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,1300.53,,0,2026-05-14T01:44:02.364773Z,1005010241168287
15.6+7inch Dual Screen Laptop Intel N150 Windows 11 32GB DDR4 512G/1TB/2TB M.2 2280 SSD WIFI BT Double Screen Laptop Computer,7275.46,7275.46,MAD,aliexpress,https://www.aliexpress.com/item/1005009484162840.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-30&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%217275.46%217275.46%21%21%21739.00%21739.00%21%40211b813b17787228337537699ed697%2112000049244990009%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=yVTO36rQuzUH&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009484162840%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,727.55,,0,2026-05-14T01:44:02.364803Z,1005009484162840
CN ROM Lenovo tablet Xiaoxin Pad Pro 12.7 2025 2.9K LCD Screen 144Hz TB375FC 10200mAh MTK Dimensity 8300 45W fast charging,4929.6,4929.60,MAD,aliexpress,https://www.aliexpress.com/item/1005010263280766.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-31&pdp_ext_f=%7B%22order%22%3A%2242%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2110572.31%214929.60%21%21%217293.26%213400.66%21%40211b813b17787228337537699ed697%2112000051711829864%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895%3BpisId%3A5000000204879097&curPageLogUid=VodsiAJrWuQI&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005010263280766%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_8,,,,electronics,,{},,laptop,,492.96,,0,2026-05-14T01:44:02.364834Z,1005010263280766
"15.6"" intel core i9-10980hk gaming laptops portable notbook computer pc 32GB DDR4 512GB IPS WiFi Backlight Fingerprint Unlock",8783.04,8783.04,MAD,aliexpress,https://www.aliexpress.com/item/1005009432105348.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-32&pdp_ext_f=%7B%22order%22%3A%2215%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%218783.04%218783.04%21%21%216058.94%216058.94%21%40211b813b17787228337537699ed697%2112000049086084134%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=usWZqVMVde83&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009432105348%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,878.3,,0,2026-05-14T01:44:02.364865Z,1005009432105348
（Big discount）FW-Y1 Intel N95 14 Inch Touch Screen Laptop 12GB LPDDR5 360° Flip Fingerprint Ulock Windows 11 HD Camera Notebook,3559.92,3559.92,MAD,aliexpress,https://www.aliexpress.com/item/1005012163609497.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-33&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%215933.21%213559.92%21%21%214093.00%212455.80%21%40211b813b17787228337537699ed697%2112000057660103984%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=qnUW3IBCkTy1&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012163609497%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,355.99,,0,2026-05-14T01:44:02.364904Z,1005012163609497
GPD WIN Max 2 2025 10.1 Inch AMD AI 9 HX 370/8840U Windows11 Gaming PC Laptop Notebook Portable Game Computer 64GB RAM 2TB Nvme,11708.17,11708.17,MAD,aliexpress,https://www.aliexpress.com/item/1005008723371388.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-34&pdp_ext_f=%7B%22order%22%3A%2234%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2117474.88%2111708.17%21%21%211775.00%211189.25%21%40211b813b17787228337537699ed697%2112000046399724126%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=K1J3xzOGVq1b&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008723371388%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,1170.82,,0,2026-05-14T01:44:02.364938Z,1005008723371388
"Laptop Bag Travel Backpack for Women Large Capacity Easyjet Carry-Ons 45x36x20 Backpack Ryanair 40x20x25, Men's Cabin Backpack",388.85,388.85,MAD,aliexpress,https://www.aliexpress.com/item/1005006419613086.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-35&pdp_ext_f=%7B%22order%22%3A%221591%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%21594.76%21388.85%21%21%21410.29%21268.24%21%40211b813b17787228337537699ed697%2112000037121224402%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895%3BpisId%3A5000000204879097&curPageLogUid=VJKTmyo74FLa&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006419613086%7C_p_origin_prod%3A&search_p4p_id=2026051318403313100448619898010001620532_9,,,,clothing,,{},,laptop,men,38.89,,0,2026-05-14T01:44:02.364969Z,1005006419613086
YSJMNPC 15.6 Inch IPS Screen AMD Ryzen™ 5 3500U Gaming Laptop DDR4 MAX 32GB 2*SSD Windows11 Fingerprint Notebook WiFi 5,4316.14,4316.14,MAD,aliexpress,https://www.aliexpress.com/item/1005010425957445.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-36&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%217193.64%214316.14%21%21%21730.69%21438.41%21%40211b813b17787228337537699ed697%2112000052371658288%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=Rl0j4tjERG8U&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005010425957445%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,431.61,,0,2026-05-14T01:44:02.365006Z,1005010425957445
Russian keyboard 15.6 Inch DDR4 16GB RAM Intel Celeron N5095 WiFi Business Office Online Class Notebook Window 10,2622.12,2622.12,MAD,aliexpress,https://www.aliexpress.com/item/1005004023065342.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-37&pdp_ext_f=%7B%22order%22%3A%2244%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%215700.16%212622.12%21%21%21578.99%21266.34%21%40211b813b17787228337537699ed697%2112000035865371291%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=2kOQLtrUE8aH&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005004023065342%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,262.21,,0,2026-05-14T01:44:02.365035Z,1005004023065342
2026 GPD Pocket4 Latest AMD AI 9 HX 370/8840U 64GB 2TB NVMe 8.8 Inch 144Hz 2in1 Laptop Tablet Palm Size MiniPC,18361.21,18361.21,MAD,aliexpress,https://www.aliexpress.com/item/1005012166385261.html?algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-38&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%2126230.31%2118361.21%21%21%2118094.86%2112666.40%21%40211b813b17787228337537699ed697%2112000057682194229%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895&curPageLogUid=Nagdpewp4Se2&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012166385261%7C_p_origin_prod%3A,,,,electronics,,{},,laptop,laptop,1836.12,,0,2026-05-14T01:44:02.365064Z,1005012166385261
RZX DDR4 Memoria RAM Laptop 16GB 8GB 32GB 1.2V 260pin 3200MHz 2666MHz 2400MHz PC4 Notebook Sodimm Memory,1504.21,1504.21,MAD,aliexpress,https://www.aliexpress.com/item/1005006677985836.html?aem_p4p_detail=2026051318403313100448619898010001620532&algo_pvid=73f7c98d-8283-4cfb-886c-7339ec58ed32&algo_exp_id=73f7c98d-8283-4cfb-886c-7339ec58ed32-39&pdp_ext_f=%7B%22order%22%3A%221209%22%2C%22eval%22%3A%221%22%2C%22orig_sl_item_id%22%3A%221005006677985836%22%2C%22orig_item_id%22%3A%221005006003148457%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21MAD%213087.18%211504.21%21%21%212129.68%211037.67%21%40211b813b17787228337537699ed697%2112000037991755658%21sea%21MA%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Ab2846794%3Bm03_new_user%3A-29895%3BpisId%3A5000000204879097&curPageLogUid=jazOSUxeHtw5&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006677985836%7C_p_origin_prod%3A1005006003148457&search_p4p_id=2026051318403313100448619898010001620532_10,,,,electronics,,{},,laptop,laptop,150.42,,0,2026-05-14T01:44:02.365090Z,1005006677985836
